"ID","Protein.Group","Genes","First.Protein.Description","mean_pI","mean_mw","mean_gravy"
200,"A0A0G2JZE8;A0A8I5Y6B4;A0A8I5Y7F8;D4A5W0","Toe1","Target of EGR1, exonuclease",6.59994168995334,48097.206065,-0.410053984434337
201,"A0A0G2JZF0;B5DEG8","Sec24c","SEC24 homolog C, COPII coat complex component",6.57927568232578,116610.95814,-0.224820464923205
202,"A0A0G2JZF6;A0A8I6G9G1","Ndufaf2","NADH:ubiquinone oxidoreductase complex assembly factor 2",7.6778075326385,18675.38644,-1.08591916051302
203,"A0A0G2JZH0","Cab39","Calcium-binding protein 39",6.46190517738181,39872.98234,-0.397067448680352
204,"A0A0G2JZH3;A0A8I5ZSK2;A0A8I6G4F0","Thbs3","Thrombospondin 3",4.42349106049375,102916.157006667,-0.516734967529441
205,"A0A0G2JZH5;A0A8I6AHD9;D3ZJ19","Satb2","DNA-binding protein SATB",6.55521131666537,76159.3113066667,-0.684594475056949
206,"A0A0G2JZH8;A0A8I6ATI8","Pdhx","Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex",7.58074734001829,54726.66804,-0.199153810082972
207,"A0A0G2JZJ1;Q4V8E2","Psmd14","Proteasome 26S subunit, non-ATPase 14",6.01025605520516,34370.79049,-0.170099093400801
208,"A0A0G2JZM2;B5DFC3","Sec23a","Protein transport protein SEC23",6.9899217044284,84558.94969,-0.245568254475703
209,"A0A0G2JZR6;A0A8I6AFB3;Q4V8E1","Gatad2b","GATA zinc finger domain-containing 2B",9.69801339664093,63586.1577733333,-0.59444241896244
210,"A0A0G2JZS1;A0A8I5ZNJ2;F1LT58","Kpna6","Importin subunit alpha",4.90085393927324,60044.4910066667,-0.196217062833978
211,"A0A0G2JZS9;A0A8I6AAX0;A0A8I6G5H1","AABR07034736.1;ENSRNOG00000064181;ENSRNOG00000069898","Ig-like domain-containing protein",4.58720886501029,11374.4547066667,-0.584091417981995
212,"A0A0G2JZY3","Reps1","RALBP1-associated Eps domain-containing 1",5.54177004755006,76763.67114,-0.615177304964539
213,"A0A0G2JZZ4","Selenom","Selenoprotein M",6.94541065088354,16209.79454,-0.254166666666667
214,"A0A0G2K001;A0A8I5ZLN5;D3ZK47","Nsd3","Nuclear receptor-binding SET domain protein 3",8.59036458271206,157316.708173333,-0.754418386192118
215,"A0A0G2K014;A0A8I6G984;Q5XI38","Lcp1","Lymphocyte cytosolic protein 1",5.19837854748117,71181.76794,-0.289092232375777
216,"A0A0G2K033","Usp36","Ubiquitin-specific peptidase 36",9.72568825495544,120264.32844,-0.71575591985428
217,"A0A0G2K046;D4A7X7","Mypn","Myopalladin",6.03837764637741,143303.02149,-0.642234843568973
218,"A0A0G2K051;A0A8I5ZV67;A0A8I6A8E0;A0A8I6AIN6;F1LUA1","Eea1","Early endosome antigen 1",5.6242541149698,163339.95184,-1.00639183279369
219,"A0A0G2K059;A0A8I6A2V9;M0RDI5","Mcu","Calcium uniporter protein",8.16903707428094,37045.3411066667,-0.284484096153349
220,"A0A0G2K066","LOC100363522","Ig-like domain-containing protein",9.33307698279112,13296.19724,-0.175
221,"A0A0G2K089","Dennd4c","DENN domain-containing 4C",5.75282166176908,216092.78664,-0.34771911840082
222,"A0A0G2K094;A0A8I6APL4;A0A8I6AQP2;D4ADE4","Arid4a","AT-rich interaction domain 4A",5.01139390019545,124122.86459,-1.09290235765478
223,"A0A0G2K095;A0A8I5ZR70;A0A8I6AIS5;E9PT65;Q5PQK5","Rdx","Radixin",5.91823531671409,67823.90498,-1.0061044916329
224,"A0A0G2K097;A0A8I6AHB0;B2GUX5","Nt5c3a","5'-nucleotidase",5.90925299727317,35006.94414,-0.150038813360188
225,"A0A0G2K0A0","Cyth4","Cytohesin 4",6.20795028452294,45641.99794,-0.526448362720403
226,"A0A0G2K0B2","Epb41l1","Band 4.1-like protein 1",5.48726120467114,96781.19784,-0.756286043829296
227,"A0A0G2K0B4;A0A0G2K8P3;A0A8I5ZLT5;A0A8I6AJU5;A0A8I6ANY7;A0A8I6GFW6","Nedd4","E3 ubiquitin-protein ligase",5.45253245662898,112046.936406667,-0.695345321761439
228,"A0A0G2K0D3","Lmod1","Leiomodin-1",9.37997866454094,66215.97874,-1.08117647058824
229,"A0A0G2K0I6;F1M7E5","Cdh5","Cadherin-5",5.13449527171875,84413.41029,-0.469436551898725
230,"A0A0G2K0J0;F1LR36","Supt6h","Transcription elongation factor spt6",4.91015383045183,191777.16634,-0.820563183162006
231,"A0A0G2K0J7","Ctdp1","protein-serine/threonine phosphatase",5.7196559802653,113330.35234,-0.767961165048544
232,"A0A0G2K0K1;A0A8I6AH83;F1M1L9","Cpne2","Copine 2",5.4299730506739,62397.2912733333,-0.19001909402629
233,"A0A0G2K0L0","Papss1","3'-phosphoadenosine 5'-phosphosulfate synthase 1",6.38060946144867,70755.08534,-0.386217948717949
234,"A0A0G2K0Q6;A0A8I5ZP23;A0A8I5ZZ56;D3ZXY1","Incenp","Inner centromere protein",9.55763428353875,103703.63749,-1.12310170041329
235,"A0A0G2K0Q8;D3ZEV8","Susd2","Sushi domain-containing 2",5.79260960086255,90187.21989,-0.250154471544715
236,"A0A0G2K0T6;F1LQ96","Sncg","Gamma-synuclein",4.70267141459176,14309.84364,-0.590175236211822
237,"A0A0G2K0W4;A0A8I6GKE0;D3ZX52","Leng8","Leukocyte receptor cluster member 8",9.25255655506604,92857.36934,-0.765075401015205
238,"A0A0G2K0W5;A0A8I6GDP5;D3ZU31","Tjap1","Tight junction-associated protein 1",5.68958486794974,60374.59184,-0.767581056784986
239,"A0A0G2K0X1;A0A8I5Y9X1;A0A8I5ZUW5;A0A8I6A6S1;G3V7E6","Pcm1","Pericentriolar material 1",4.94524263969975,230077.73716,-0.935928520496688
240,"A0A0G2K0Z9","Nop14","NOP14 nucleolar protein",7.87592151457442,98516.01324,-0.841763341067285
241,"A0A0G2K132;A0A8I6AKV5;A0A8I6AV50","Fmnl2","Formin-like 2",7.2240604850568,123395.66084,-0.523081773584062
242,"A0A0G2K134;A0A0G2K6M9","Btk","Tyrosine-protein kinase",7.98865376039792,75211.05184,-0.557746575879275
243,"A0A0G2K160;A0A8I5ZM44;A0A8I6A1B2;D3ZZZ0","Ahctf1","AT hook-containing transcription factor 1",6.24631116400596,250966.01919,-0.432396221677688
244,"A0A0G2K162","Epb41l2","Erythrocyte membrane protein band 4.1-like 2",5.35974188668242,115970.53604,-0.785071770334928
245,"A0A0G2K174;A0A8I5ZWT3","Lmo7","LIM domain 7",5.96761786360275,156710.21694,-0.953079602874598
246,"A0A0G2K177;A0A8I5Y075;D4A5T7","Ift52","Intraflagellar transport 52",5.2210855711269,48735.3598066667,-0.30684146553221
247,"A0A0G2K189","Scrn3","Secernin 3",5.72395144144643,47769.34014,-0.455980861244019
248,"A0A0G2K1A1","Zfp706","4F5 domain-containing protein",9.67789534310532,16752.18264,-0.569375
249,"A0A0G2K1A2","Mpo","Myeloperoxidase",9.60620368089033,80970.33784,-0.299582753824757
250,"A0A0G2K1A6;F1LVL6","Crtc3","CREB-regulated transcription coactivator 3",6.49616204594388,65646.65484,-0.624686605024139
251,"A0A0G2K1B1;D4A7Q6","Zfp428","Uncharacterized protein RGD1564862_predicted",4.15357748938001,19840.40424,-1.31907820398454
252,"A0A0G2K1D2;F1M7Y3","Rap1gds1","Rap1 GTPase-GDP dissociation stimulator 1",5.33524836379339,63313.95839,0.0972042125028786
253,"A0A0G2K1D9;A0A8I6A1Z5","Tmx1","Thioredoxin-related transmembrane protein 1",5.66633080248954,32328.83624,-0.295931361703174
254,"A0A0G2K1E1","RT1-A1","RT1 class I, locus CE11",5.59155949768233,39770.83134,-0.495454545454545
255,"A0A0G2K1E3;A0A8I6G8S5","Kmt2b","[histone H3]-lysine(4) N-methyltransferase",8.67429687128024,294129.69249,-0.672349900379377
256,"A0A0G2K1E5;A0A8I6ALH1;F1LSH0","Sympk","Symplekin scaffold protein",5.80951124029007,141290.82354,-0.184168276215003
257,"A0A0G2K1G2;G3V646","Hsf2bp","Heat shock transcription factor 2-binding protein",6.53808499690412,33684.95844,-0.206572997052669
258,"A0A0G2K1G5;A0A0G2KAU7;A0A8I6A5Z7;F1M7L7","Ltbp2","Latent transforming growth factor beta binding protein 2, isoform CRA_a",5.21634704844559,191975.14089,-0.498275902007709
259,"A0A0G2K1L0;A0A8I6ARC1","Tnc","Tenascin C",4.79373097009767,236658.42109,-0.389960570097843
260,"A0A0G2K1L2;A0A8I6AGU7;A0A8J8XD81;A0A8J8XD85","Phykpl","5-phosphohydroxy-L-lysine phospho-lyase",6.35231251686066,51719.906315,-0.250036464877914
261,"A0A0G2K1M1;D3Z921","Tal1","TAL bHLH transcription factor 1, erythroid differentiation factor",8.25445819663518,34790.70824,-0.578441682166674
262,"A0A0G2K1M5","Dipk2a","Divergent protein kinase domain 2A",8.92850355370592,49462.91454,-0.317906976744186
263,"A0A0G2K1M7;A0A8I5Y1S2;A0A8I5ZRU7;A0A8I5ZT68;A0A8I6AA94;A0A8I6AHD2;A0A8I6ASC3;A0A8I6G530;F1M5Z5","Ano6","Anoctamin",7.43755462553983,102431.40634,-0.107198995303716
264,"A0A0G2K1P8;A0A8I6G2J5","Triobp","TRIO and F-actin-binding protein",8.01773362045726,219854.10159,-1.16313403359631
265,"A0A0G2K1S8;A0A8I6AM28;Q4V8N0","Tinagl1","Tubulointerstitial nephritis antigen-like",6.96269208146819,49787.47799,-0.473689088160374
266,"A0A0G2K1T3;A0A8I6A009;A0A8I6A7K6;A0A8I6AIY9;B5DEJ9","Sbf2","SET-binding factor 2",6.76583197640094,210170.57526,-0.282640751547451
267,"A0A0G2K1V4","Myh1","Myosin-4",5.73659553168397,222739.93294,-0.788384099122354
268,"A0A0G2K1V7","Sgcb","Beta-sarcoglycan",8.87558588361382,32846.59284,-0.228619528619529
269,"A0A0G2K1W1","Rab11fip5","RAB11 family-interacting protein 5",4.93823759974636,139106.01014,-0.597342444950645
270,"A0A0G2K200","Rps5","40S ribosomal protein S5",9.59905783222615,22095.64524,-0.185786802030457
271,"A0A0G2K214;A0A8I5ZUE7","Zc3h7b","Zinc finger CCCH-type-containing 7B",7.49785459918784,110811.15294,-0.554501383900623
272,"A0A0G2K239;A0A8I6G9A0;A0A8I6GKZ7","Tent4b","Terminal nucleotidyltransferase 4B",8.17891685386302,68374.2161066667,-0.557133290711417
273,"A0A0G2K261","Iars2","isoleucine--tRNA ligase",6.53086028337916,109987.06634,-0.214503042596349
274,"A0A0G2K2B5","Asph","Aspartate-beta-hydroxylase",4.94741614396071,81035.09974,-0.777622377622378
275,"A0A0G2K2C4","Ldb3","LIM domain-binding 3",8.00603554049854,72332.38524,-0.376141384388807
276,"A0A0G2K2C7;D3ZC84","Usp9x","ubiquitinyl hydrolase 1",5.52650543254371,290115.25869,-0.356084923485368
277,"A0A0G2K2D5;A0A8I6AFD6;A0A8I6AN35;A0A8I6AWT9;D3ZYM5","Mtss1","MTSS I-BAR domain-containing 1",6.5986770069407,80057.52298,-0.687886584996054
278,"A0A0G2K2F1","Prr33","Proline-rich 33",10.0483135559152,46869.66984,-0.507061503416857
279,"A0A0G2K2F6","Rps15a-ps3","40S ribosomal protein S15a",9.87911941172229,14629.18834,-0.182677165354331
280,"A0A0G2K2G7;A0A8I6AJG9;D4AC12","Anks1a","Ankyrin repeat and sterile alpha motif domain-containing 1A",5.74812876202069,126935.959106667,-0.527210221725067
281,"A0A0G2K2H0;E9PSY0","Axl","receptor protein-tyrosine kinase",5.2249355682022,99403.79099,-0.265929969279571
282,"A0A0G2K2I7;G3V7Z4","Serpine2","Glia-derived nexin",9.57551648003754,45404.33284,0.00993257028665106
283,"A0A0G2K2J9;A0A8I5ZSK4;D3ZHI1;D3ZVK5;D3ZVL1","Mia2","MIA SH3 domain ER export factor 2",4.91317918672956,116762.27162,-0.835237043484327
284,"A0A0G2K2M3","Stat6","Signal transducer and activator of transcription",6.01419783163116,95053.88204,-0.305046948356808
285,"A0A0G2K2M9;A0A8I6A0A2","Srrm2","Serine/arginine repetitive matrix 2",12.0072557494544,291683.90129,-1.31418250813115
286,"A0A0G2K2P5","Tjp1","Tight junction protein ZO-1",6.14597213409508,197148.13984,-0.894674220963173
287,"A0A0G2K2Q8;A0A8I5ZZ94","Col13a1","Collagen type XIII alpha 1 chain",9.07506090324918,69738.38029,-0.808129645497866
288,"A0A0G2K2T1","Txlnb","Taxilin beta",5.03507989752126,77542.29044,-1.04304347826087
289,"A0A0G2K2T3;G3V8S5","Brca1","Breast cancer type 1 susceptibility protein homolog",5.61733996254922,199026.97519,-0.71026047413884
290,"A0A0G2K2T9;A0A8I6A2A5;A0A8I6AE36","ENSRNOG00000067472;Pex19","Peroxisomal biogenesis factor 19",4.36890880634511,31362.3408733333,-0.546849266408988
291,"A0A0G2K2U9;A0A8I6AL39;D3ZS34","Fgd3","FYVE, RhoGEF and PH domain containing 3 (Predicted), isoform CRA_a",5.7316607307499,78948.1962066667,-0.584036335367591
292,"A0A0G2K2V5;A0A8I5ZLJ5;A0A8I6A8D1","Exoc1","Exocyst complex component 1",6.05048001977874,101843.898406667,-0.408997739753297
293,"A0A0G2K2Y9","Plxnb2","Plexin B2",5.67008431401556,205949.07834,-0.31205866376969
294,"A0A0G2K2Z0;A0A8I6A8G5","Eml4","EMAP-like 4",6.18411372122298,108208.13594,-0.515370507939456
295,"A0A0G2K350","Napg","NSF attachment protein gamma",5.31864973459633,34659.21634,-0.548717948717949
296,"A0A0G2K351","Unc119b","Similar to Unc-119 protein homolog (Retinal protein 4) (RRG4) (Predicted), isoform CRA_a",5.50127218531289,28406.91274,-0.531474103585657
297,"A0A0G2K363;A0A0G2K8T6;A0A8I5YC43;A0A8I6GES1;E9PTC3","Zeb2","Zinc finger E-box-binding homeobox 2",6.04690071446856,132092.85144,-0.8559936034855
298,"A0A0G2K3H1;A0A8I6A9A3;F1LNF0","Myh14","Myosin heavy chain 14",5.50304772205756,226619.94204,-0.782988272378945
299,"A0A0G2K3H5;D3ZBP2","Sin3a","SIN3 transcription regulator family member A",7.39028256802133,144123.67514,-0.64629514032304
300,"A0A0G2K3L5","AABR07061001.1","Ig-like domain-containing protein",6.90163676894142,13790.56224,-0.366935483870968
301,"A0A0G2K3L8","Wdfy1","WD repeat and FYVE domain-containing 1",7.06518902223246,46175.54484,-0.268536585365854
302,"A0A0G2K3M4;A0A8I6GDJ4;B1WBY6;G3V6M8","Nup37","Nucleoporin 37",5.80489359932565,35564.949815,-0.327801344741509
303,"A0A0G2K3N2;F1M0B5","Cd84","CD84 molecule",8.09790329282968,37442.36489,-0.357014219295548
304,"A0A0G2K3Q2;A0A8I6AT53;F6T071;Q68G33","Gorasp2","Golgi reassembly-stacking protein 2",4.73084872569006,45686.34684,-0.113911461727536
305,"A0A0G2K3W1","Vwa8","von Willebrand factor A domain-containing 8",6.42149053872979,213765.21314,-0.271706036745407
306,"A0A0G2K3W2","F5","Coagulation factor V",5.6497638560444,255157.55614,-0.625763612217796
307,"A0A0G2K3Z7;B2RYG5","Taf15","TATA-box-binding protein-associated factor 15",8.51493997954947,59736.92399,-1.5313094869732
308,"A0A0G2K402;A0A8I5ZTD6","Myef2","Myelin expression factor 2",9.15203806907907,61550.34209,-0.520261731885455
309,"A0A0G2K410","Ap4s1","AP complex subunit sigma",5.08428529131884,16935.61654,0.0347222222222222
310,"A0A0G2K427;A0A0G2QC03","Ivns1abp","Influenza virus NS1A binding protein",5.38201156547479,68941.53784,-0.335666666666667
311,"A0A0G2K431;A0A8I6B652;D4ABC5","Ss18","SS18 subunit of BAF chromatin-remodeling complex",6.79530538324559,40447.76204,-1.27279382061896
312,"A0A0G2K435;G3V8B8","Dnajc7","DnaJ heat shock protein family (Hsp40) member C7",8.62716532345051,60286.36384,-0.743515366994024
313,"A0A0G2K437","Amfr","Autocrine motility factor receptor",8.14952395982475,85184.98724,-0.0877922077922078
314,"A0A0G2K470","Itga2","Integrin subunit alpha 2",5.05521024554619,128838.74074,-0.11188455008489
315,"A0A0G2K478;A0A8I5ZV32;D3ZDE4","Dguok","Deoxyguanosine kinase",8.45766371566426,35291.4995733333,-0.450098911511917
316,"A0A0G2K484","Myh1","Myosin-4",5.5788883618633,222901.83304,-0.796235172769469
317,"A0A0G2K490;A0A8I5ZQ07;A0A8I6GFX7;A0A8I6GLD8;D3ZZQ0","Tnik","TRAF2 and NCK-interacting kinase",6.86354335606772,150868.05606,-0.838122875394058
318,"A0A0G2K4E9;Q5U362","Anxa4","Annexin",5.40431048554358,34913.75384,-0.38258064516129
319,"A0A0G2K4F6;A0A8I5ZV38;A0A8I6ATQ3;F7FND9","Srrm1","Serine and arginine repetitive matrix 1",11.8227135864798,101401.311165,-1.61220820238034
320,"A0A0G2K4I9","F11","Coagulation factor XI",8.55069451330047,69897.69784,-0.29150641025641
321,"A0A0G2K4L8;G3V8L7","Itgam","Integrin alpha M",6.27697943319229,127186.38769,-0.222154648132059
322,"A0A0G2K4N7;B5DFE0","Pals2","Membrane palmitoylated protein 6",5.91093116390014,62470.10889,-0.337744732364874
323,"A0A0G2K4P0;J3QTE1","Loxl2","Lysyl oxidase homolog",6.14708163420403,82384.54474,-0.422943358560277
324,"A0A0G2K4R1","Ppp1r12c","Protein phosphatase 1 regulatory subunit",5.69626349426697,84766.21104,-0.76734693877551
325,"A0A0G2K4R5;D4AE75","Pop1","POP1 homolog, ribonuclease P/MRP subunit",9.27778347647206,114944.27339,-0.563468906572355
326,"A0A0G2K4U4;A0A8I5ZLV2;A0A8I6A459;A0A8I6ASP4;G3V6K8","Cacnb1","Voltage-dependent L-type calcium channel subunit beta-1",5.94019967557621,65657.7979,-0.685745272405686
327,"A0A0G2K4Y1;A0A0G2K5E4","Dnaja3","DnaJ heat shock protein family (Hsp40) member A3",9.41384626904499,50909.75389,-0.459489514348786
328,"A0A0G2K502;D3ZJH9","Me2","Malic enzyme",8.0307695174639,65830.71619,-0.156547556961732
329,"A0A0G2K528;A0A8I6AQ84;D3Z9R7","Stx16","Syntaxin 16",5.59044425610615,35567.0339066667,-0.446322333264868
330,"A0A0G2K548;A0A8I5ZKK3;A0A8I6AIG6;A0A8I6GHX5;F1LPB4","Akap9","A-kinase-anchoring protein 9",4.98941760989207,434960.71144,-0.853702457397563
331,"A0A0G2K561;A0A8I6A6D9;F1LP13","Ptprg","protein-tyrosine-phosphatase",5.73476534719164,156166.325073333,-0.460968162910346
332,"A0A0G2K571;D3ZM57","Golim4","Golgi integral membrane protein 4",4.90677318781659,78722.36449,-1.4743571081999
333,"A0A0G2K583","Mtap","S-methyl-5'-thioadenosine phosphorylase",6.8168678087828,31088.92714,-0.125441696113074
334,"A0A0G2K588;A0A8I5ZYC9;D4A917","Ltbp4","Latent-transforming growth factor beta-binding protein 4",5.04391789299938,170223.962873333,-0.509024613928709
335,"A0A0G2K598;A0A8I6AK68;D3ZXK3","Tacc2","Transforming, acidic coiled-coil-containing protein 2",4.71033065113943,300181.159606667,-0.703781393334608
336,"A0A0G2K5A0;A0A8I6AXF8;D4AE98","Exosc8","Ribosomal RNA-processing protein 43",4.9938425973046,29322.2671066667,-0.0568101996806268
337,"A0A0G2K5A4;D3ZLD5","Golga3;Golga3-ps1","Golgin subfamily A member 3",5.29157278200621,163975.09404,-0.796008613559092
338,"A0A0G2K5D7","Specc1","Sperm antigen with calponin homology and coiled-coil domains 1",6.63948744295042,124848.63824,-0.846140195208518
339,"A0A0G2K5E2;A0A8I5ZRK9","Scarf1","Scavenger receptor class F, member 1",6.95922946018562,69542.89959,-0.415415715542179
340,"A0A0G2K5E8;F1LS40","Col1a2","Collagen alpha-2(I) chain",9.36143136806827,125885.60864,-0.648270534922043
341,"A0A0G2K5J1;V9GZ83","Ryr1","Ryanodine receptor 1",5.15592502667654,566998.48859,-0.314287450796411
342,"A0A0G2K5K3;A0A8I6G633;D3ZDB9","Nmral1","NmrA-like family domain-containing protein 1",6.18295716641477,32819.7958066667,-0.321764507765933
343,"A0A0G2K5L1;A0A8I6AEP7;A0A8I6AQL3;G3V9W9","Fat1","FAT atypical cadherin 1",4.87535216782517,502239.867665,-0.303022777194333
344,"A0A0G2K5R3;A0A8I6AMS6;F1MAA5","Rangap1","RAN GTPase-activating protein 1",4.6124251527634,64824.8153066667,-0.194392980088087
345,"A0A0G2K5T4;D4AAG9","Chd1","DNA helicase",6.97981956812489,195691.33684,-1.05458861501053
346,"A0A0G2K5V6;G3V6H2","Prpf8","Pre-mRNA-processing factor 8",8.96356783302541,272492.66704,-0.466631350625994
347,"A0A0G2K637;D3Z9P5","Pole4","DNA polymerase epsilon 4, accessory subunit",6.79146653110853,11904.98514,-0.153215799031477
348,"A0A0G2K642;G3V9U2","Acaa2","3-ketoacyl-CoA thiolase, mitochondrial",8.3658128993898,42119.24294,-0.0368819764191536
349,"A0A0G2K654","H1f2","H1.2 linker histone, cluster member",11.0075277876485,21316.77364,-0.606132075471698
350,"A0A0G2K681;A0A8I5ZNR1;A0A8I6A7M2;A0A8I6AFK9;A0A8I6AJJ0;A0A8I6GIN2","Clip1","CAP-Gly domain-containing linker protein 1",5.1801468503992,185097.76814,-0.812173374596947
351,"A0A0G2K689","AABR07025928.1","KH type-2 domain-containing protein",9.65389793641225,16601.42804,-0.321854304635762
352,"A0A0G2K695;A0A8I5ZNP5;A0A8I6AE02;A0A8I6GC82;D4ACN7","Myof","Myoferlin",5.8058353874032,232327.60866,-0.466868987300691
353,"A0A0G2K6D4;Q66HT2","Tox4","TOX high mobility group box family member 4",4.94053073459272,63622.94624,-0.392953020134228
354,"A0A0G2K6D5;A0A8I5ZWG5;A0A8I6AJT9;D3ZUF9","Pitrm1","Presequence protease, mitochondrial",6.57764890332397,113607.210665,-0.464974811746761
355,"A0A0G2K6D8","Sirt4","NAD-dependent protein lipoamidase sirtuin-4, mitochondrial",9.34533071728665,36028.47194,-0.310031347962382
356,"A0A0G2K6E3","Myo1g","Myosin IG",8.73321983604764,116698.34364,-0.441944990176817
357,"A0A0G2K6I4;A0A8I5ZT50;A0A8I6G5W6;A0A8I6GMP8;Q5XHX3","Enah","ENAH, actin regulator",7.30317435492697,75407.83894,-0.865996867800869
358,"A0A0G2K6J6","Ipo8","Importin 8",5.10122188443709,117022.02764,-0.131020812685828
359,"A0A0G2K6K1","Xylt1","Xylosyltransferase 1",9.3962324069181,107377.13534,-0.521465968586387
360,"A0A0G2K6R0;A0A8I5ZN70;A0A8I5ZQG5;A0A8I6ADQ2;F1LV37","Tnrc6b","Trinucleotide repeat-containing adaptor 6B",6.0750289989234,191625.72136,-0.97469575986418
361,"A0A0G2K6R8;A0A8I5ZY32","Ehbp1l1","EH domain-binding protein 1-like 1",4.78675574192947,183182.55949,-0.656018203027256
362,"A0A0G2K6T6;A0A8I6AS32","Setd1a","SET domain-containing 1A, histone lysine methyltransferase",4.97796582261432,185728.08004,-0.90320080205364
363,"A0A0G2K6V6;A0A8I5ZVW2;D3ZFN9","Kif16b","Kinesin family member 16B",5.93708477120876,168776.353806667,-0.640261832034541
364,"A0A0G2K6W6;D3ZIL9","Dis3l2","DIS3-like exonuclease 2",5.64982495759182,99122.22799,-0.404941896259812
365,"A0A0G2K712;A0A8I6AMF2;F1M9Q1","Tbc1d5","TBC1 domain family, member 5",6.34150996359717,91430.5916066667,-0.550592964328497
366,"A0A0G2K717;A0A0G2KB82;A0A8I5Y9U2;A0A8I5ZXR1;A0A8I6AJD1;Q5PPJ8","Cnot2","CCR4-NOT transcription complex, subunit 2",8.2403741253528,55203.81074,-0.631007001777027
367,"A0A0G2K736;A0A8I6G2K8;B3STT9","Kdm1a","Lysine-specific histone demethylase",5.9736650341188,94065.11934,-0.368444827567896
368,"A0A0G2K760;A0A8I6ADY2;A0A8I6GGK9","Ppie","Peptidyl-prolyl cis-trans isomerase E",5.50125713363731,32694.6667066667,-0.531249983061473
369,"A0A0G2K777;A0A0G2K8T2;A0A8I6AGU0;A0A8I6AVD9;F7EK49","Rhot1","Ras homolog family member T1",6.35224029568616,78237.98336,-0.268479356599663
370,"A0A0G2K791;D4ABL7","Mrpl33","39S ribosomal protein L33, mitochondrial",10.3395381694367,11794.04899,-0.0332958633093525
371,"A0A0G2K7A5","Col10a1","Collagen type X alpha 1 chain",9.80853813547122,66647.10514,-0.596029411764706
372,"A0A0G2K7B6","Dysf","Dysferlin",5.54939699446358,242461.87494,-0.404967197750703
373,"A0A0G2K7E7","LOC108348617","Protein transport protein Sec61 subunit gamma",10.135991407193,7493.15024,0.714705882352941
374,"A0A0G2K7G2;A0A8I5ZV55","Agfg2","ArfGAP with FG repeats 2",9.10797790651367,49589.21709,-0.215623208494836
375,"A0A0G2K7I4;A0A8I5YCC4","Rcsd1","RCSD domain-containing 1",5.12375951225781,45396.00754,-1.09283724169956
376,"A0A0G2K7L0;A0A8I6ALP1","Mrps10","28S ribosomal protein S10, mitochondrial",9.12987472761334,22899.61794,-0.327163425297754
